Product_ID,Product_Name,Total_Sales,Profit
FUR-FU-10004622,"Eldon Advantage Foldable Chair Mats for Low Pile Carpets",379.4,-48.78
FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2191.68,569.8368
FUR-FU-10004666,"DAX Clear Channel Poster Frame",119.56,27.701999999999998
FUR-FU-10004671,"Executive Impressions 12" Wall Clock",176.7,23.324400000000004
FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",84.84,22.0584
FUR-FU-10004748,"Howard Miller 16" Diameter Gallery Wall Clock",575.46,107.41919999999999
FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,123.96
FUR-FU-10004848,"Poly String Tie Envelopes",1438.13,235.14070000000004
FUR-FU-10004864,"Howard Miller 14-1/2" Diameter Chrome Round Wall Clock",1834.81,436.4379
FUR-FU-10004904,"Eldon "L" Workstation Diamond Chairmat",1002.94,-267.44960000000003
FUR-FU-10004909,"Contemporary Wood/Metal Frame",193.92,4.847999999999999
FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.56,23.53819999999999
FUR-FU-10004960,"Seth Thomas 12" Clock w/ Goldtone Case",390.66,132.8244
FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",159.25,47.6
FUR-FU-10004973,"Flat Face Poster Frame",678.24,120.9528
FUR-TA-10000198,"Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",9917.64,-2876.1156
FUR-TA-10000577,"Bretford CR4500 Series Slim Rectangular Table",7242.77,-532.7613
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",4334.83,430.0695
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3354.89,100.21100000000001
FUR-TA-10000849,"Bevis Rectangular Conference Tables",1007.26,-586.8396
FUR-TA-10001039,"KI Adjustable-Height Table",2764.26,-226.12739999999997
FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",2979,54.71640000000002
FUR-TA-10001095,"Chromcraft Round Conference Tables",8209.06,-189.97610000000006
FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",3739.12,608.043
FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",2298.11,-12.13290000000001
FUR-TA-10001539,"Chromcraft Rectangular Conference Tables",4952.67,-450.2430000000001
FUR-TA-10001676,"Hon 61000 Series Interactive Training Tables",653.12,-148.39619999999996
FUR-TA-10001691,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.46,15.3522
FUR-TA-10001705,"Bush Advantage Collection Round Conference Table",3401.6,210.47400000000002
FUR-TA-10001768,"Hon Racetrack Conference Tables",3963.9,-598.5228
FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",3603.29,311.82300000000004
FUR-TA-10001857,"Balt Solid Wood Rectangular Table",828.1,-216.2545
FUR-TA-10001866,"Bevis Round Conference Room Tables and Bases",519.94,-39.4438
FUR-TA-10001889,"Bush Advantage Collection Racetrack Conference Table",9544.72,-1934.3975999999998
FUR-TA-10001932,"Chromcraft 48" x 96" Racetrack Double Pedestal Table",5098.18,-404.00640000000004
FUR-TA-10001950,"Balt Solid Wood Round Tables",6518.75,-1201.0581
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",2671.42,-519.941
FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",2033.5,-456.7032
FUR-TA-10002356,"Bevis Boat-Shaped Conference Table",2542.47,-445.587
FUR-TA-10002530,"Iceberg OfficeWorks 42" Round Tables",3457.44,-392.54800000000006
FUR-TA-10002533,"BPI Conference Tables",2241.87,-795.9725000000001
FUR-TA-10002607,"KI Conference Tables",2140.88,-479.2164
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",1436.23,-143.62319999999997
FUR-TA-10002645,"Hon Rectangular Conference Tables",3481.52,-295.815
FUR-TA-10002774,"Laminate Occasional Tables",2096.17,-206.5342
FUR-TA-10002855,"Bevis Round Conference Table Top & Single Column Base",2297.54,100.97460000000001
FUR-TA-10002903,"Bevis Round Bullnose 29" High Table Top",4544.92,-192.18540000000002
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",6942.07,-856.0144
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",2847.78,-328.59
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48" x 96" Rectangular Conference Tables",4297.64,-611.5878
FUR-TA-10003392,"Global Adaptabilities Conference Tables",3540.35,354.0348000000001
FUR-TA-10003469,"Balt Split Level Computer Training Table",1040.62,-357.975
FUR-TA-10003473,"Bretford Rectangular Conference Table Tops",12995.29,-327.2331
FUR-TA-10003569,"Bretford CR8500 Series Meeting Room Furniture",6776.56,461.12700000000007
FUR-TA-10003715,"Hon 2111 Invitation Series Corner Table",3140.55,-401.9904
FUR-TA-10003748,"Bevis 36 x 72 Conference Tables",4332.25,448.16400000000004
FUR-TA-10003837,"Anderson Hickey Conga Table Tops & Accessories",51.78,-17.514499999999998
FUR-TA-10003954,"Hon 94000 Series Round Tables",7404.5,-681.2139999999999
FUR-TA-10004086,"KI Adjustable-Height Table",1788.38,-22.35479999999999
FUR-TA-10004147,"Hon 4060 Series Tables",1231.56,96.2856
FUR-TA-10004152,"Barricks 18" x 48" Non-Folding Utility Table with Bottom Storage Shelf",1088.64,-104.83200000000001
FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",4446.18,-1147.4
FUR-TA-10004175,"Hon 30" x 60" Table with Locking Drawer",1296.03,-177.3512
FUR-TA-10004256,"Bretford Just In Time Height-Adjustable Multi-Task Work Tables",5634.9,-964.194
FUR-TA-10004289,"BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",1706.25,-1148.4375
FUR-TA-10004442,"Riverside Furniture Stanwyck Manor Table Series",917.92,-415.9325
FUR-TA-10004534,"Bevis 44 x 96 Conference Tables",3253.22,-164.72000000000003
FUR-TA-10004575,"Hon 5100 Series Wood Tables",5965.09,-238.60359999999997
FUR-TA-10004607,"Hon 2111 Invitation Series Straight Table",2040.05,-115.3074
FUR-TA-10004619,"Hon Non-Folding Utility Tables",3775.65,541.654
FUR-TA-10004767,"Safco Drafting Table",638.82,34.0704
FUR-TA-10004915,"Office Impressions End Table, 20-1/2"H x 24"W x 20"D",5801.82,-66.82720000000002
OFF-AP-10000026,"Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection",1243.79,74.99310000000001
OFF-AP-10000027,"Hoover Commercial SteamVac",168.39,35.308
OFF-AP-10000055,"Belkin F9S820V06 8 Outlet Surge",266.34,-120.17599999999999
OFF-AP-10000124,"Acco 6 Outlet Guardian Basic Surge Suppressor",38.27,-3.6608
OFF-AP-10000159,"Belkin F9M820V08 8 Outlet Surge",558.74,101.003
OFF-AP-10000179,"Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room",1320.17,417.0244
OFF-AP-10000240,"Belkin F9G930V10-GRY 9 Outlet Surge",770.11,162.57920000000001
OFF-AP-10000252,"Harmony HEPA Quiet Air Purifiers",128.7,37.44
OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",5906.52,1653.8256000000001
OFF-AP-10000326,"Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection",157.92,17.766
OFF-AP-10000358,"Avery Hidden Tab Dividers for Binding Systems",436.13,58.28020000000001
OFF-AP-10000390,"Euro Pro Shark Stick Mini Vacuum",170.74,-325.6332
OFF-AP-10000576,"Belkin 7 Outlet SurgeMaster II",2010.85,376.4874000000001
OFF-AP-10000595,"Disposable Triple-Filter Dust Bags",43.7,11.362
OFF-AP-10000692,"Fellowes Mighty 8 Compact Surge Protector",344.59,67.2964
OFF-AP-10000696,"Holmes Odor Grabber",357.62,67.774
OFF-AP-10000804,"Hoover Portapower Portable Vacuum",61.82,1.3439999999999994
OFF-AP-10000828,"Avanti 4.4 Cu. Ft. Refrigerator",3511.01,383.6776
OFF-AP-10000891,"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center",2491.28,563.8159999999999
OFF-AP-10000938,"Avanti 1.7 Cu. Ft. Refrigerator",2221.56,476.6256000000001
OFF-AP-10001005,"Honeywell Quietcare HEPA Air Cleaner",1761.76,549.7635
OFF-AP-10001058,"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",4476.96,956.9502
OFF-AP-10001124,"Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection",647.84,168.4384
OFF-AP-10001154,"Bionaire Personal Warm Mist Humidifier/Vaporizer",515.79,201.1581
OFF-AP-10001205,"Belkin 5 Outlet SurgeMaster Power Centers",1776.05,207.02399999999994
OFF-AP-10001242,"APC 7 Outlet Network SurgeArrest Surge Protector",1207.2,80.47999999999998
OFF-AP-10001271,"Eureka The Boss Cordless Rechargeable Stick Vac",948.23,241.1354
OFF-AP-10001293,"Belkin 8 Outlet Surge Protector",1073.68,188.508
OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",147.26,48.754999999999995
OFF-AP-10001366,"Staple holder",186.66,50.398199999999996
OFF-AP-10001391,"Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center",812.16,235.52639999999997
OFF-AP-10001394,"Harmony Air Purifier",1946.7,374.22
OFF-AP-10001469,"Fellowes 8 Outlet Superior Workstation Surge Protector",759.12,166.84
OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",343.08,81.54520000000001
OFF-AP-10001563,"Belkin Premiere Surge Master II 8-outlet surge protector",952.17,55.38119999999999
OFF-AP-10001564,"Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup",1023.35,-9.303200000000004
OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",50.57,1.6338000000000008
OFF-AP-10001634,"Hoover Commercial Lightweight Upright Vacuum",18.1,-2.5056000000000003
OFF-AP-10001947,"Acco 6 Outlet Guardian Premium Plus Surge Suppressor",289.46,-113.7672
OFF-AP-10001962,"Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210",229.89,53.696000000000005
OFF-AP-10002082,"Holmes HEPA Air Purifier",239.58,41.382000000000005
OFF-AP-10002118,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2706.08,578.6848000000001
OFF-AP-10002191,"Belkin 8 Outlet SurgeMaster II Gold Surge Protector",737.75,89.97
OFF-AP-10002203,"Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac",1.62,-4.466
OFF-AP-10002222,"Staple holder",107.51,25.229699999999998
OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",83.9,12.7604
OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1383.08,381.20739999999995
OFF-AP-10002350,"Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector",516.22,122.8368
OFF-AP-10002403,"Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors",448.9,-7.041599999999996
OFF-AP-10002439,"Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge",823.25,-17.03280000000001
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1674.4,146.51000000000002
OFF-AP-10002472,"3M Office Air Cleaner",259.8,90.93
OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",452.96,105.485
OFF-AP-10002518,"Kensington 7 Outlet MasterPiece Power Center",2883.28,229.59420000000003
OFF-AP-10002534,"3.6 Cubic Foot Counter Height Office Refrigerator",2946.2,-872.0752
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48,169.2632
OFF-AP-10002651,"Hoover Upright Vacuum With Dirt Cup",6832.91,460.35269999999986
OFF-AP-10002670,"Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors",277.92,83.376
OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",3039.5,401.214
OFF-AP-10002734,"Holmes Harmony HEPA Air Purifier for 17 x 20 Room",675.12,290.3016
OFF-AP-10002765,"Fellowes Advanced Computer Series Surge Protectors",386.75,100.66199999999999
OFF-AP-10002867,"Fellowes Command Center 5-outlet power strip",664.83,-78.016
OFF-AP-10002892,"Belkin F5C206VTEL 6 Outlet Surge",464.2,110.304
OFF-AP-10002906,"Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum",9.77,0.4439999999999999
OFF-AP-10002945,"Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",11304.44,3247.0199999999995
OFF-AP-10002998,"Holmes 99% HEPA Air Purifier",333.56,86.8566
OFF-AP-10003040,"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection",665.68,43.706
OFF-AP-10003057,"Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room",3855.18,1503.5202
OFF-AP-10003099,"Eureka Hand Vacuum, Bagless",197.72,55.3616
OFF-AP-10003217,"Eureka Sanitaire  Commercial Upright",1524.53,53.0272
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",151.06,47.984399999999994
OFF-AP-10003278,"Belkin 7-Outlet SurgeMaster Home Series",106.17,2.794
OFF-AP-10003281,"Acco 6 Outlet Guardian Standard Surge Suppressor",149.92,22.971
OFF-AP-10003287,"Tripp Lite TLP810NET Broadband Surge for Modem/Fax",937.85,130.48319999999998
OFF-AP-10003590,"Hoover WindTunnel Plus Canister Vacuum",3051.3,697.44
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",87.75,20.8325
OFF-AP-10003779,"Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection",1473.11,311.21999999999997
OFF-AP-10003842,"Euro-Pro Shark Turbo Vacuum",693.95,143.74720000000002
OFF-AP-10003849,"Hoover Shoulder Vac Commercial Portable Vacuum",5009.48,715.64
OFF-AP-10003860,"Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection",244.29,41.64
OFF-AP-10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,50.5848
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13,1.3
OFF-AP-10003971,"Belkin 6 Outlet Metallic Surge Strip",262.45,28.7496
OFF-AP-10004036,"Bionaire 99.97% HEPA Air Cleaner",199.73,17.52
OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",56.09,3.4759999999999995
OFF-AP-10004136,"Kensington 6 Outlet SmartSocket Surge Protector",147.53,-36.882000000000005
OFF-AP-10004233,"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room",299.21,-177.22320000000002
OFF-AP-10004249,"Staple holder",234.61,42.37380000000001
OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.82,61.5168
OFF-AP-10004487,"Kensington 4 Outlet MasterPiece Compact Power Control Center",2488.39,380.57759999999996
OFF-AP-10004532,"Kensington 6 Outlet Guardian Standard Surge Protector",409.6,110.59199999999998
OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.08,291.7824
OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",47.54,10.188
OFF-AP-10004708,"Fellowes Superior 10 Outlet Split Surge Protector",867.77,57.089999999999996
OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",203.94,87.6942
OFF-AP-10004859,"Acco 6 Outlet Guardian Premium Surge Suppressor",432.43,60.42399999999999
OFF-AP-10004868,"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags",91.69,-10.4118
OFF-AP-10004980,"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room",303.36,-20.476799999999997
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",118.72,43.7144
OFF-AR-10000122,"Newell 314",118.3,17.856
OFF-AR-10000127,"Newell 321",65.6,14.366399999999999
OFF-AR-10000203,"Newell 336",68.48,13.781600000000001
OFF-AR-10000246,"Newell 318",61.72,14.4004
OFF-AR-10000255,"Newell 328",75.92,19.7392
OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",23.33,4.912000000000001
OFF-AR-10000369,"Design Ebony Sketching Pencil",13.62,2.3074
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",1617.95,448.164
OFF-AR-10000390,"Newell Chalk Holder",83.43,36.5918
OFF-AR-10000411,"Boston 16701 Slimline Battery Pencil Sharpener",86.08,19.128
OFF-AR-10000422,"Pencil and Crayon Sharpener",29.35,3.7668
OFF-AR-10000462,"Sanford Pocket Accent Highlighters",22.4,9.632
OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",83.95,15.857600000000001
OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",405.36,109.785
OFF-AR-10000588,"Newell 345",476.16,94.4384
OFF-AR-10000614,"Barrel Sharpener",67.83,17.6358
OFF-AR-10000634,"Newell 320",81.32,9.4588
OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",45.15,13.459
OFF-AR-10000658,"Newell 324",263.34,72.072
OFF-AR-10000716,"DIXON Ticonderoga Erasable Checking Pencils",94.86,26.784000000000006
OFF-AR-10000799,"Col-Erase Pencils with Erasers",37.7,7.478400000000001
OFF-AR-10000817,"Manco Dry-Lighter Erasable Highlighter",88.16,27.968
OFF-AR-10000823,"Newell 307",19.29,3.5672
OFF-AR-10000896,"Newell 329",24.27,4.8544
OFF-AR-10000914,"Boston 16765 Mini Stand Up Battery Pencil Sharpener",102.61,16.324
OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.29,165.206
OFF-AR-10000940,"Newell 343",65.27,13.759199999999998
OFF-AR-10001022,"SANFORD Liquid Accent Tank-Style Highlighters",14.2,4.402
OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",30.8,13.552
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",618.56,120.33370000000001
OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",16.18,6.739999999999999
OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",15.47,6.0996
OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",80.95,23.778000000000002
OFF-AR-10001166,"Staples in misc. colors",60.64,23.6496
OFF-AR-10001177,"Newell 349",42.64,10.0368
OFF-AR-10001216,"Newell 339",26.69,6.116
OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.35,20.0928
OFF-AR-10001227,"Newell 338",23.52,6.3504000000000005
OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",29.4,8.232
OFF-AR-10001246,"Newell 317",79.97,13.1712
OFF-AR-10001315,"Newell 310",38.72,7.48
OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",123.12,30.5856
OFF-AR-10001419,"Newell 325",128.03,29.735999999999997
OFF-AR-10001427,"Newell 330",59.8,11.1228
OFF-AR-10001446,"Newell 309",196.35,34.650000000000006
OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",209.66,49.795199999999994
OFF-AR-10001473,"Newell 313",28.21,4.264
OFF-AR-10001545,"Newell 326",36.61,7.8671999999999995
OFF-AR-10001547,"Newell 311",61.44,13.039
OFF-AR-10001573,"American Pencil",48.93,14.189699999999998
OFF-AR-10001615,"Newell 34",460.29,93.24799999999999
OFF-AR-10001662,"Rogers Handheld Barrel Pencil Sharpener",75.62,15.618
OFF-AR-10001683,"Easy-staple paper",171.39,55.357
OFF-AR-10001725,"Boston Home & Office Model 2000 Electric Pencil Sharpeners",297.99,70.477
OFF-AR-10001761,"Avery Hi-Liter Smear-Safe Highlighters",123.81,34.1056
OFF-AR-10001770,"Economy #2 Pencils",34.58,8.9908
OFF-AR-10001860,"BIC Liqua Brite Liner",173.5,53.57680000000001
OFF-AR-10001868,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8" X 11"""",38.98,18.816
OFF-AR-10001897,"Model L Table or Wall-Mount Pencil Sharpener",402.98,92.1088
OFF-AR-10001915,"Peel-Off China Markers",287.97,109.4286
OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",30.83,8.1404
OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",45.92,17.875999999999998
OFF-AR-10001953,"Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener",1073.11,206.2662
OFF-AR-10001954,"Newell 331",75.31,14.6211
OFF-AR-10001955,"Newell 319",511.87,123.008
OFF-AR-10001958,"Stanley Bostitch Contemporary Electric Pencil Sharpeners",275.08,42.7896
OFF-AR-10001972,"Newell 323",21.17,3.7632000000000003
OFF-AR-10001988,"Bulldog Table or Wall-Mount Pencil Sharpener",77.87,22.582299999999996
OFF-AR-10002053,"Jet-Pak Recycled Peel 'N' Seal Padded Mailers",81.65,19.4296
OFF-AR-10002067,"Newell 334",531.71,135.30880000000002
OFF-AR-10002135,"Boston Heavy-Duty Trimline Electric Pencil Sharpeners",1166.44,310.89
OFF-AR-10002221,"12 Colored Short Pencils",18.2,3.016
OFF-AR-10002240,"Panasonic KP-150 Electric Pencil Sharpener",573.65,126.8064
OFF-AR-10002255,"Newell 346",31.1,8.6112
OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.77,9.2852
OFF-AR-10002280,"Staples in misc. colors",54.35,22.3215
OFF-AR-10002335,"DIXON Oriole Pencils",44.89,8.617199999999999
OFF-AR-10002375,"Newell 351",82.66,22.107200000000002
OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,42.8982
OFF-AR-10002445,"SANFORD Major Accent Highlighters",209.57,77.88
OFF-AR-10002467,"Dixon Ticonderoga Pencils",37.55,9.267800000000001
OFF-AR-10002578,"Newell 335",34.56,10.022400000000001
OFF-AR-10002656,"Sanford Liquid Accent Highlighters",149.63,48.6304
OFF-AR-10002671,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",1113.02,111.3024
OFF-AR-10002704,"Boston 1900 Electric Pencil Sharpener",14.98,4.494
OFF-AR-10002766,"Prang Drawing Pencil Set",56.16,11.5092
OFF-AR-10002804,"Faber Castell Col-Erase Pencils",37.16,14.083200000000001
OFF-AR-10002818,"Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener",197.82,59.346000000000004
OFF-AR-10002833,"Newell 322",30.58,6.6612
OFF-AR-10002952,"Stanley Contemporary Battery Pencil Sharpeners",293.7,63.012
OFF-AR-10002956,"Boston 16801 Nautilus Battery Pencil Sharpener",444.6,69.9918
OFF-AR-10002987,"Prismacolor Color Pencil Set",436.48,155.54559999999998
OFF-AR-10003045,"Prang Colored Pencils",90.55,38.80800000000001
OFF-AR-10003056,"Newell 341",96.73,26.835600000000003
OFF-AR-10003087,"Staples in misc. colors",24.92,5.696
OFF-AR-10003156,"50 Colored Long Pencils",138.18,32.9184
OFF-AR-10003158,"Fluorescent Highlighters by Dixon",90.74,22.447200000000002
OFF-AR-10003179,"Dixon Ticonderoga Core-Lock Colored Pencils",229.57,58.668400000000005
OFF-AR-10003183,"Avery Fluorescent Highlighter Four-Color Set",65.46,9.351999999999999
OFF-AR-10003190,"Newell 32",47.23,11.9808
OFF-AR-10003217,"Newell 316",46.94,8.2152
OFF-AR-10003251,"Prang Drawing Pencil Set",43.92,15.568
OFF-AR-10003338,"Eberhard Faber 3 1/2" Golf Pencils",139.87,28.272
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",873.64,149.94320000000002
OFF-AR-10003394,"Newell 332",67.03,15.523200000000001
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",95.94,17.0235
OFF-AR-10003469,"Nontoxic Chalk",42.94,18.233600000000003
OFF-AR-10003477,"4009 Highlighters",8.04,2.7336
OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",219.78,68.376
OFF-AR-10003481,"Newell 348",65.6,9.7088
OFF-AR-10003504,"Newell 347",127.54,30.3024
OFF-AR-10003514,"4009 Highlighters by Sanford",171.14,53.80959999999999
OFF-AR-10003560,"Zebra Zazzle Fluorescent Highlighters",100.93,20.671999999999997
OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",523.59,118.22999999999999
OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",80.59,34.164
OFF-AR-10003631,"Staples in misc. colors",123.9,26.619999999999997
OFF-AR-10003651,"Newell 350",62.32,15.744
OFF-AR-10003696,"Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop",124.49,26.2808
OFF-AR-10003723,"Avery Hi-Liter Fluorescent Desk Style Markers",20.28,7.5036000000000005
OFF-AR-10003727,"Berol Giant Pencil Sharpener",254.85,49.780699999999996
OFF-AR-10003732,"Newell 333",86.74,18.848399999999998
OFF-AR-10003752,"Deluxe Chalkboard Eraser Cleaner",182.49,76.461
OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",59.7,24.661000000000005
OFF-AR-10003770,"Newell 340",25.92,7.5168
OFF-AR-10003772,"Boston 16750 Black Compact Battery Pencil Sharpener",43.75,13.125
OFF-AR-10003811,"Newell 327",39.78,10.7406
OFF-AR-10003829,"Newell 35",93.15,23.287999999999997
OFF-AR-10003856,"Newell 344",45.59,8.5624
OFF-AR-10003876,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",26.08,9.6496
OFF-AR-10003896,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94,6.4584
OFF-AR-10003903,"Sanford 52201 APSCO Electric Pencil Sharpener",565.39,140.9368
OFF-AR-10003958,"Newell 337",10.5,1.1808
OFF-AR-10003986,"Avery Hi-Liter Pen Style Six-Color Fluorescent Set",7.7,3.157
OFF-AR-10004010,"Hunt Boston Vacuum Mount KS Pencil Sharpener",671.81,153.95600000000002
OFF-AR-10004022,"Panasonic KP-380BK Classic Electric Pencil Sharpener",705.21,111.53800000000001
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",17.64,5.7456
OFF-AR-10004042,"Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11""",496.25,113.274
OFF-AR-10004062,"Staples in misc. colors",157.2,39.3
OFF-AR-10004078,"Newell 312",234.77,34.455999999999996
OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",25.99,10.6704
OFF-AR-10004260,"Boston 1799 Powerhouse Electric Pencil Sharpener",389.7,109.116
OFF-AR-10004269,"Newell 31",94.99,23.6236
OFF-AR-10004272,"Newell 308",8.4,2.1
OFF-AR-10004344,"Bulldog Vacuum Base Pencil Sharpener",330.92,59.5903
OFF-AR-10004441,"BIC Brite Liner Highlighters",86.11,30.8844
OFF-AR-10004456,"Panasonic KP-4ABK Battery-Operated Pencil Sharpener",234.24,67.92960000000001
