Order ID,Order Date,Ship Date,Ship Mode,Postal Code,City,State,Country,Region,Customer ID
CA-2015-169740,2015-02-20,2015-02-25,Standard Class,71901,Hot Springs,Arkansas,United States,South,LM-17065
CA-2016-124051,2016-12-29,2016-12-30,First Class,60505,Aurora,Illinois,United States,Central,KA-16525
CA-2016-149111,2016-04-17,2016-04-21,Second Class,27604,Raleigh,North Carolina,United States,South,BF-11170
CA-2014-131002,2014-09-07,2014-09-12,Second Class,74133,Tulsa,Oklahoma,United States,Central,TB-21400
US-2016-146794,2016-09-26,2016-10-01,Standard Class,92345,Hesperia,California,United States,West,SH-19975
CA-2017-112515,2017-09-17,2017-09-21,Second Class,84604,Provo,Utah,United States,West,AS-10225
CA-2016-150343,2016-08-16,2016-08-20,Standard Class,94110,San Francisco,California,United States,West,PK-19075
CA-2015-135538,2015-12-24,2015-12-28,Standard Class,85234,Gilbert,Arizona,United States,West,HR-14830
CA-2017-123372,2017-11-28,2017-12-02,Standard Class,10035,New York City,New York,United States,East,DG-13300
CA-2017-159604,2017-04-14,2017-04-15,First Class,65807,Springfield,Missouri,United States,Central,CL-12700
CA-2016-164784,2016-05-01,2016-05-04,First Class,38109,Memphis,Tennessee,United States,South,HF-14995
CA-2016-111794,2016-10-01,2016-10-01,Same Day,79109,Amarillo,Texas,United States,Central,HG-15025
US-2015-139759,2015-08-25,2015-08-30,Standard Class,90045,Los Angeles,California,United States,West,NL-18310
CA-2014-126403,2014-09-09,2014-09-12,Second Class,1852,Lowell,Massachusetts,United States,East,RR-19525
CA-2017-136875,2017-12-03,2017-12-03,Same Day,92024,San Diego,California,United States,West,TC-21295
CA-2017-132185,2017-11-27,2017-12-02,Standard Class,28806,Asheville,North Carolina,United States,South,DB-13615
US-2014-160780,2014-06-21,2014-06-21,Same Day,81001,Pueblo,Colorado,United States,West,SV-20785
CA-2017-127026,2017-01-21,2017-01-27,Standard Class,49201,Jackson,Michigan,United States,Central,MH-18115
CA-2017-137085,2017-06-29,2017-07-06,Standard Class,90004,Los Angeles,California,United States,West,CT-11995
CA-2016-133123,2016-09-06,2016-09-11,Standard Class,27360,Thomasville,North Carolina,United States,South,KB-16315
US-2016-128195,2016-08-04,2016-08-05,First Class,61604,Peoria,Illinois,United States,Central,RA-19285
CA-2015-153220,2015-11-12,2015-11-14,First Class,90032,Los Angeles,California,United States,West,YC-21895
CA-2014-123064,2014-06-30,2014-07-02,First Class,60653,Chicago,Illinois,United States,Central,RA-19915
CA-2017-156412,2017-12-04,2017-12-08,Standard Class,19134,Philadelphia,Pennsylvania,United States,East,CM-12160
US-2016-144211,2016-08-28,2016-09-02,Standard Class,80112,Englewood,Colorado,United States,West,CS-12130
CA-2016-138079,2016-01-22,2016-01-28,Standard Class,98115,Seattle,Washington,United States,West,AJ-10795
CA-2014-143182,2014-10-15,2014-10-20,Standard Class,33012,Hialeah,Florida,United States,South,DL-12865
CA-2016-161662,2016-02-07,2016-02-09,First Class,43130,Lancaster,Ohio,United States,East,BE-11410
CA-2014-145317,2014-03-18,2014-03-23,Standard Class,32216,Jacksonville,Florida,United States,South,SM-20320
CA-2014-143413,2014-05-24,2014-05-30,Standard Class,21215,Baltimore,Maryland,United States,East,RP-19390
CA-2017-156818,2017-07-11,2017-07-13,Second Class,10009,New York City,New York,United States,East,JD-16015
CA-2017-155873,2017-06-16,2017-06-21,Standard Class,88220,Carlsbad,New Mexico,United States,West,AB-10255
CA-2015-121797,2015-01-30,2015-02-06,Standard Class,90049,Los Angeles,California,United States,West,CC-12145
US-2015-120572,2015-12-11,2015-12-15,Standard Class,32216,Jacksonville,Florida,United States,South,GH-14425
CA-2017-132430,2017-10-09,2017-10-11,First Class,44107,Lakewood,Ohio,United States,East,CP-12085
CA-2017-146031,2017-07-29,2017-08-01,Second Class,12180,Troy,New York,United States,East,GM-14440
CA-2014-110100,2014-04-25,2014-04-29,Standard Class,28403,Wilmington,North Carolina,United States,South,LC-16885
CA-2015-103723,2015-12-01,2015-12-06,Standard Class,98105,Seattle,Washington,United States,West,BT-11305
CA-2014-127187,2014-12-04,2014-12-08,Standard Class,10024,New York City,New York,United States,East,CP-12085
CA-2017-128475,2017-08-26,2017-09-01,Standard Class,31907,Columbus,Georgia,United States,South,SC-20680
CA-2014-100006,2014-09-07,2014-09-13,Standard Class,10024,New York City,New York,United States,East,DK-13375
CA-2017-144827,2017-12-21,2017-12-27,Standard Class,92627,Costa Mesa,California,United States,West,SE-20110
CA-2014-110030,2014-12-06,2014-12-08,Second Class,77095,Houston,Texas,United States,Central,LF-17185
CA-2014-121286,2014-11-04,2014-11-08,Second Class,27511,Cary,North Carolina,United States,South,ON-18715
CA-2016-164735,2016-04-14,2016-04-19,Second Class,22304,Alexandria,Virginia,United States,South,TB-21400
CA-2014-153479,2014-10-04,2014-10-08,Standard Class,94591,Vallejo,California,United States,West,DF-13135
CA-2017-149888,2017-11-07,2017-11-13,Standard Class,19120,Philadelphia,Pennsylvania,United States,East,EP-13915
CA-2017-119193,2017-12-22,2017-12-24,First Class,43615,Toledo,Ohio,United States,East,SK-19990
CA-2017-104801,2017-02-13,2017-02-19,Standard Class,98105,Seattle,Washington,United States,West,FH-14350
CA-2014-107594,2014-07-02,2014-07-06,Standard Class,7060,Plainfield,New Jersey,United States,East,EH-13945
CA-2015-129770,2015-02-21,2015-02-23,Second Class,88001,Las Cruces,New Mexico,United States,West,JE-15715
CA-2015-115798,2015-11-13,2015-11-19,Standard Class,19711,Newark,Delaware,United States,East,KL-16645
CA-2017-122707,2017-04-16,2017-04-18,First Class,35244,Hoover,Alabama,United States,South,EB-13750
CA-2016-165015,2016-02-25,2016-02-27,Second Class,43055,Newark,Ohio,United States,East,BD-11725
CA-2014-149244,2014-11-04,2014-11-08,Standard Class,92037,San Diego,California,United States,West,MS-17530
CA-2015-140144,2015-06-20,2015-06-25,Second Class,94122,San Francisco,California,United States,West,SC-20770
CA-2017-163321,2017-08-07,2017-08-11,Second Class,28540,Jacksonville,North Carolina,United States,South,FM-14380
CA-2014-155887,2014-05-12,2014-05-17,Standard Class,2038,Franklin,Massachusetts,United States,East,KT-16480
US-2015-165449,2015-11-22,2015-11-26,Standard Class,75034,Frisco,Texas,United States,Central,AP-10720
CA-2015-110247,2015-12-04,2015-12-08,Standard Class,32303,Tallahassee,Florida,United States,South,RH-19555
US-2014-141257,2014-06-08,2014-06-14,Standard Class,98115,Seattle,Washington,United States,West,CS-11950
CA-2014-154669,2014-08-08,2014-08-11,Second Class,95687,Vacaville,California,United States,West,TM-21010
CA-2014-158029,2014-05-26,2014-05-30,Standard Class,90008,Los Angeles,California,United States,West,HF-14995
CA-2015-155306,2015-04-17,2015-04-21,Standard Class,94122,San Francisco,California,United States,West,GA-14515
CA-2016-127775,2016-06-11,2016-06-13,Second Class,10035,New York City,New York,United States,East,ES-14020
CA-2016-146171,2016-03-11,2016-03-15,Standard Class,31907,Columbus,Georgia,United States,South,JP-16135
CA-2014-129574,2014-05-26,2014-05-29,First Class,84107,Murray,Utah,United States,West,Dp-13240
CA-2017-126536,2017-10-12,2017-10-14,First Class,94110,San Francisco,California,United States,West,NK-18490
CA-2017-165757,2017-06-22,2017-06-28,Standard Class,19140,Philadelphia,Pennsylvania,United States,East,PL-18925
CA-2017-167752,2017-01-15,2017-01-18,First Class,19134,Philadelphia,Pennsylvania,United States,East,RW-19690
US-2015-122140,2015-04-02,2015-04-07,Standard Class,75220,Dallas,Texas,United States,Central,MO-17950
CA-2016-163986,2016-09-03,2016-09-10,Standard Class,53186,Waukesha,Wisconsin,United States,Central,JJ-15445
CA-2017-158967,2017-12-10,2017-12-12,First Class,33311,Fort Lauderdale,Florida,United States,South,BT-11680
CA-2016-131576,2016-11-22,2016-11-26,Standard Class,48205,Detroit,Michigan,United States,Central,RD-19585
CA-2017-143455,2017-11-11,2017-11-18,Standard Class,45503,Springfield,Ohio,United States,East,ML-17755
CA-2016-144729,2016-10-21,2016-10-25,Standard Class,92037,San Diego,California,United States,West,JE-15745
CA-2015-127019,2015-12-21,2015-12-25,Standard Class,80906,Colorado Springs,Colorado,United States,West,ER-13855
CA-2015-138534,2015-07-17,2015-07-19,Second Class,93309,Bakersfield,California,United States,West,JM-15535
CA-2017-108322,2017-04-30,2017-05-05,Standard Class,33068,Pompano Beach,Florida,United States,South,SS-20140
CA-2017-167668,2017-05-06,2017-05-08,First Class,10035,New York City,New York,United States,East,TC-21295
CA-2017-146724,2017-11-20,2017-11-27,Standard Class,55044,Lakeville,Minnesota,United States,Central,HG-15025
CA-2016-139878,2016-11-11,2016-11-16,Standard Class,48234,Detroit,Michigan,United States,Central,LD-17005
US-2016-106677,2016-11-05,2016-11-10,Standard Class,19134,Philadelphia,Pennsylvania,United States,East,AS-10285
CA-2016-116974,2016-10-09,2016-10-15,Standard Class,45373,Troy,Ohio,United States,East,MP-17965
CA-2015-149972,2015-09-21,2015-09-23,First Class,90036,Los Angeles,California,United States,West,CD-12790
US-2014-117744,2014-12-02,2014-12-06,Standard Class,78415,Corpus Christi,Texas,United States,Central,MD-17860
CA-2014-125514,2014-09-21,2014-09-22,First Class,68104,Omaha,Nebraska,United States,Central,BM-11650
CA-2014-154599,2014-04-12,2014-04-17,Standard Class,90278,Redondo Beach,California,United States,West,KN-16450
CA-2017-158743,2017-10-20,2017-10-27,Standard Class,72209,Little Rock,Arkansas,United States,South,IG-15085
CA-2016-153318,2016-10-25,2016-10-28,First Class,33180,Miami,Florida,United States,South,JS-15595
US-2015-110163,2015-11-01,2015-11-04,First Class,97301,Salem,Oregon,United States,West,GA-14725
CA-2017-143329,2017-11-03,2017-11-08,Standard Class,88001,Las Cruces,New Mexico,United States,West,DL-13330
CA-2015-159380,2015-05-12,2015-05-16,Standard Class,94122,San Francisco,California,United States,West,CS-12505
CA-2015-122623,2015-09-07,2015-09-11,Standard Class,79907,El Paso,Texas,United States,Central,CC-12145
CA-2015-148635,2015-07-25,2015-07-27,Second Class,98115,Seattle,Washington,United States,West,MH-18025
CA-2015-135685,2015-11-16,2015-11-18,Second Class,53209,Milwaukee,Wisconsin,United States,Central,MP-18175
CA-2015-104626,2015-09-01,2015-09-08,Standard Class,2038,Franklin,Massachusetts,United States,East,DR-12940
CA-2016-160500,2016-05-05,2016-05-08,First Class,92024,Encinitas,California,United States,West,DM-13015
CA-2017-100202,2016-12-31,2017-01-05,Standard Class,92804,Anaheim,California,United States,West,BD-11620
CA-2017-131016,2017-09-18,2017-09-20,First Class,76017,Arlington,Texas,United States,Central,DC-12850
US-2014-112914,2014-09-25,2014-09-30,Standard Class,77041,Houston,Texas,United States,Central,MT-18070
CA-2016-124149,2016-04-23,2016-04-26,First Class,43130,Lancaster,Ohio,United States,East,MJ-17740
CA-2014-148915,2014-11-01,2014-11-05,Standard Class,97206,Portland,Oregon,United States,West,ND-18370
CA-2017-134649,2017-01-26,2017-01-31,Second Class,35244,Hoover,Alabama,United States,South,CA-11965
CA-2017-110842,2017-11-11,2017-11-16,Standard Class,90036,Los Angeles,California,United States,West,GA-14725
CA-2016-147368,2016-06-09,2016-06-12,First Class,32303,Tallahassee,Florida,United States,South,TC-21295
US-2015-104185,2015-09-03,2015-09-08,Second Class,10009,New York City,New York,United States,East,JB-15400
US-2014-125521,2014-03-14,2014-03-19,Standard Class,23320,Chesapeake,Virginia,United States,South,CK-12325
US-2017-135062,2017-08-31,2017-09-04,Second Class,28314,Fayetteville,North Carolina,United States,South,RL-19615
CA-2017-135650,2017-03-23,2017-03-27,Standard Class,77340,Huntsville,Texas,United States,Central,AC-10660
CA-2017-112865,2017-05-18,2017-05-22,Standard Class,19140,Philadelphia,Pennsylvania,United States,East,BH-11710
US-2016-162852,2016-12-27,2016-12-31,Standard Class,60098,Woodstock,Illinois,United States,Central,BG-11695
CA-2017-138163,2017-11-17,2017-11-20,First Class,2149,Everett,Massachusetts,United States,East,XP-21865
CA-2017-152093,2017-09-10,2017-09-15,Standard Class,60653,Chicago,Illinois,United States,Central,SN-20560
CA-2017-157854,2017-04-08,2017-04-15,Standard Class,30076,Roswell,Georgia,United States,South,DM-13345
CA-2016-123617,2016-11-28,2016-12-03,Standard Class,32137,Palm Coast,Florida,United States,South,AJ-10780
US-2016-128293,2016-06-02,2016-06-05,First Class,19120,Philadelphia,Pennsylvania,United States,East,KC-16255
CA-2017-107342,2017-12-17,2017-12-22,Standard Class,47201,Columbus,Indiana,United States,Central,VF-21715
CA-2016-136371,2016-03-19,2016-03-21,Second Class,11572,Oceanside,New York,United States,East,SV-20935
CA-2017-137344,2017-08-20,2017-08-20,Same Day,2038,Franklin,Massachusetts,United States,East,EM-13810
CA-2017-169810,2017-07-25,2017-07-31,Standard Class,57103,Sioux Falls,South Dakota,United States,Central,RB-19360
CA-2016-128594,2016-08-26,2016-08-29,First Class,92037,San Diego,California,United States,West,DJ-13510
CA-2016-154690,2016-08-15,2016-08-17,Second Class,28314,Fayetteville,North Carolina,United States,South,CC-12370
CA-2017-138975,2017-05-19,2017-05-23,Standard Class,30318,Atlanta,Georgia,United States,South,SC-20380
CA-2017-106537,2017-08-12,2017-08-17,Standard Class,32839,Orlando,Florida,United States,South,RH-19495
US-2017-103828,2017-08-13,2017-08-13,Same Day,94122,San Francisco,California,United States,West,JK-15370
CA-2016-115588,2016-11-10,2016-11-12,Second Class,43615,Toledo,Ohio,United States,East,AF-10885
CA-2017-143861,2017-06-12,2017-06-19,Standard Class,33710,Saint Petersburg,Florida,United States,South,LC-16885
CA-2014-148040,2014-03-22,2014-03-26,Standard Class,85705,Tucson,Arizona,United States,West,BF-11275
CA-2017-135167,2017-06-15,2017-06-20,Standard Class,90036,Los Angeles,California,United States,West,SC-20800
CA-2017-137022,2017-11-16,2017-11-22,Standard Class,92105,San Diego,California,United States,West,SW-20275
US-2017-102638,2017-12-29,2017-12-31,First Class,10035,New York City,New York,United States,East,MC-17845
US-2016-167339,2016-01-21,2016-01-23,Second Class,92037,San Diego,California,United States,West,TD-20995
CA-2016-152072,2016-01-15,2016-01-19,Standard Class,7090,Westfield,New Jersey,United States,East,Dp-13240
CA-2016-102932,2016-09-19,2016-09-23,Second Class,7050,Orange,New Jersey,United States,East,SD-20485
CA-2014-165540,2014-02-21,2014-02-25,Standard Class,60098,Woodstock,Illinois,United States,Central,TM-21010
CA-2016-130799,2016-11-11,2016-11-16,Second Class,94110,San Francisco,California,United States,West,BK-11260
CA-2016-164483,2016-01-30,2016-02-03,Standard Class,94122,San Francisco,California,United States,West,JF-15490
US-2016-159856,2016-10-18,2016-10-22,Standard Class,85281,Tempe,Arizona,United States,West,EP-13915
CA-2017-102099,2017-12-18,2017-12-19,First Class,90008,Los Angeles,California,United States,West,EP-13915
CA-2017-164049,2017-11-02,2017-11-06,Standard Class,98105,Seattle,Washington,United States,West,KH-16630
CA-2014-142727,2014-04-29,2014-05-01,Second Class,70601,Lake Charles,Louisiana,United States,South,HG-14845
CA-2017-139913,2017-10-23,2017-10-29,Standard Class,14609,Rochester,New York,United States,East,JC-16105
CA-2014-169033,2014-03-30,2014-04-03,Standard Class,11561,Long Beach,New York,United States,East,KM-16720
US-2016-164630,2016-01-04,2016-01-09,Standard Class,28205,Charlotte,North Carolina,United States,South,EB-13975
US-2015-114839,2015-04-26,2015-04-30,Standard Class,77036,Houston,Texas,United States,Central,PW-19240
CA-2015-166464,2015-09-12,2015-09-17,Standard Class,10035,New York City,New York,United States,East,PG-18895
CA-2017-124898,2017-09-11,2017-09-15,Standard Class,31907,Columbus,Georgia,United States,South,DB-12910
CA-2016-164035,2016-06-12,2016-06-17,Standard Class,60610,Chicago,Illinois,United States,Central,CR-12730
CA-2016-153577,2016-06-27,2016-07-01,Standard Class,60035,Highland Park,Illinois,United States,Central,KH-16330
CA-2014-127586,2014-09-26,2014-09-30,Standard Class,98115,Seattle,Washington,United States,West,CS-12400
CA-2017-121615,2017-11-03,2017-11-09,Standard Class,55122,Eagan,Minnesota,United States,Central,DL-12925
CA-2017-166415,2017-02-19,2017-02-23,Standard Class,98103,Seattle,Washington,United States,West,ME-17725
CA-2015-118444,2015-11-05,2015-11-09,Standard Class,33065,Coral Springs,Florida,United States,South,VD-21670
CA-2014-113929,2014-06-16,2014-06-21,Standard Class,11550,Hempstead,New York,United States,East,CK-12205
CA-2015-134747,2015-10-12,2015-10-17,Second Class,46060,Noblesville,Indiana,United States,Central,DL-12925
CA-2017-155047,2017-08-27,2017-08-30,First Class,75220,Dallas,Texas,United States,Central,SE-20110
CA-2016-160129,2016-11-23,2016-11-23,Same Day,19140,Philadelphia,Pennsylvania,United States,East,LS-17200
CA-2017-164329,2017-01-30,2017-01-30,Same Day,94109,San Francisco,California,United States,West,MM-17920
US-2015-141453,2015-11-30,2015-12-03,Second Class,78745,Austin,Texas,United States,Central,DB-13270
CA-2014-156993,2014-06-28,2014-07-04,Standard Class,48234,Detroit,Michigan,United States,Central,RW-19630
CA-2014-157721,2014-09-02,2014-09-05,First Class,13601,Watertown,New York,United States,East,JM-16195
CA-2017-128629,2017-07-10,2017-07-14,Second Class,31907,Columbus,Georgia,United States,South,BP-11155
CA-2017-158106,2017-06-04,2017-06-10,Standard Class,55124,Apple Valley,Minnesota,United States,Central,CT-11995
US-2017-120390,2017-10-19,2017-10-26,Standard Class,27217,Burlington,North Carolina,United States,South,TH-21550
CA-2017-143434,2017-11-18,2017-11-24,Standard Class,48601,Saginaw,Michigan,United States,Central,ME-17320
CA-2015-168564,2015-08-08,2015-08-08,Same Day,94109,San Francisco,California,United States,West,TT-21220
US-2016-169040,2016-12-06,2016-12-12,Standard Class,98105,Seattle,Washington,United States,West,GT-14710
CA-2017-155880,2017-03-25,2017-03-31,Standard Class,53209,Milwaukee,Wisconsin,United States,Central,JD-16150
CA-2017-126242,2017-11-19,2017-11-24,Standard Class,90049,Los Angeles,California,United States,West,MC-18100
CA-2016-166443,2016-11-04,2016-11-05,First Class,94122,San Francisco,California,United States,West,LH-17020
CA-2017-169859,2017-12-14,2017-12-18,Standard Class,92024,San Diego,California,United States,West,MP-18175
CA-2017-134915,2017-11-12,2017-11-12,Same Day,85301,Glendale,Arizona,United States,West,EM-14140
CA-2016-153353,2016-08-18,2016-08-24,Standard Class,10035,New York City,New York,United States,East,GG-14650
CA-2017-123638,2017-06-27,2017-07-04,Standard Class,13601,Watertown,New York,United States,East,MA-17995
CA-2017-168900,2017-05-04,2017-05-09,Standard Class,45503,Springfield,Ohio,United States,East,SH-20395
CA-2015-158456,2015-12-24,2015-12-29,Standard Class,90032,Los Angeles,California,United States,West,KT-16465
CA-2017-143665,2017-04-26,2017-05-01,Standard Class,98115,Seattle,Washington,United States,West,PO-19180
CA-2017-137428,2017-12-16,2017-12-21,Second Class,92054,Oceanside,California,United States,West,AY-10555
CA-2014-162866,2014-12-27,2014-12-31,Standard Class,60076,Skokie,Illinois,United States,Central,Co-12640
CA-2017-167941,2017-11-06,2017-11-09,Second Class,28314,Fayetteville,North Carolina,United States,South,JF-15565
CA-2017-111808,2017-12-16,2017-12-20,Standard Class,74133,Tulsa,Oklahoma,United States,Central,AR-10510
CA-2015-137512,2015-05-07,2015-05-12,Standard Class,75002,Allen,Texas,United States,Central,AG-10675
CA-2017-139773,2017-12-04,2017-12-04,Same Day,19143,Philadelphia,Pennsylvania,United States,East,DV-13045
CA-2017-134607,2017-10-03,2017-10-08,Second Class,14609,Rochester,New York,United States,East,HL-15040
CA-2014-109232,2014-01-13,2014-01-16,Second Class,29464,Mount Pleasant,South Carolina,United States,South,ND-18370
CA-2015-139850,2015-06-12,2015-06-17,Standard Class,19134,Philadelphia,Pennsylvania,United States,East,GB-14575
CA-2014-131310,2014-07-12,2014-07-18,Standard Class,98115,Seattle,Washington,United States,West,CL-12565
US-2014-112872,2014-12-06,2014-12-11,Second Class,97477,Springfield,Oregon,United States,West,RC-19960
CA-2016-139269,2016-05-25,2016-05-30,Standard Class,31907,Columbus,Georgia,United States,South,JB-16045
CA-2016-139010,2016-02-21,2016-02-26,Second Class,90032,Los Angeles,California,United States,West,MC-17635
CA-2016-134376,2016-10-02,2016-10-06,Standard Class,10024,New York City,New York,United States,East,TT-21265
CA-2017-147291,2017-03-11,2017-03-17,Standard Class,48227,Detroit,Michigan,United States,Central,MJ-17740
CA-2016-112893,2016-09-09,2016-09-13,Second Class,95207,Stockton,California,United States,West,AT-10735
US-2014-150532,2014-07-14,2014-07-21,Standard Class,85023,Phoenix,Arizona,United States,West,PB-19150
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,19120,Philadelphia,Pennsylvania,United States,East,NW-18400
CA-2015-130610,2015-07-05,2015-07-10,Standard Class,48310,Sterling Heights,Michigan,United States,Central,VP-21730
CA-2017-104381,2017-12-16,2017-12-23,Standard Class,14609,Rochester,New York,United States,East,RD-19810
CA-2016-131499,2016-09-08,2016-09-10,First Class,10011,New York City,New York,United States,East,MG-17875
CA-2014-148761,2014-05-17,2014-05-21,Standard Class,54703,Eau Claire,Wisconsin,United States,Central,PA-19060
CA-2017-116519,2017-10-13,2017-10-15,First Class,10009,New York City,New York,United States,East,CR-12730
CA-2014-130729,2014-10-24,2014-10-29,Standard Class,91730,Rancho Cucamonga,California,United States,West,AA-10375
CA-2016-124772,2016-12-05,2016-12-06,First Class,42071,Murray,Kentucky,United States,South,JG-15160
CA-2016-115525,2016-07-25,2016-07-29,Standard Class,43615,Toledo,Ohio,United States,East,RR-19525
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,80027,Louisville,Colorado,United States,West,SR-20425
US-2015-138919,2015-09-17,2015-09-21,Standard Class,10035,New York City,New York,United States,East,LS-16975
US-2016-160528,2016-08-23,2016-08-30,Standard Class,78577,Pharr,Texas,United States,Central,MH-18115
CA-2015-123568,2015-11-08,2015-11-14,Standard Class,84084,West Jordan,Utah,United States,West,SC-20095
CA-2017-124674,2017-11-17,2017-11-23,Standard Class,78521,Brownsville,Texas,United States,Central,JB-16000
CA-2015-164441,2015-11-08,2015-11-13,Standard Class,10011,New York City,New York,United States,East,AC-10450
CA-2017-169054,2017-04-22,2017-04-26,Standard Class,19140,Philadelphia,Pennsylvania,United States,East,MO-17800
CA-2014-106719,2014-08-24,2014-08-24,Same Day,59102,Billings,Montana,United States,West,RB-19645
CA-2017-116855,2017-12-17,2017-12-21,Standard Class,23320,Chesapeake,Virginia,United States,South,AI-10855
US-2016-164189,2016-03-24,2016-03-28,Standard Class,97030,Gresham,Oregon,United States,West,DR-12880
CA-2015-168480,2015-09-21,2015-09-27,Standard Class,48146,Lincoln Park,Michigan,United States,Central,DM-12955
US-2016-114293,2016-11-21,2016-11-26,Standard Class,97030,Gresham,Oregon,United States,West,JH-16180
CA-2017-134173,2017-09-16,2017-09-21,Standard Class,19143,Philadelphia,Pennsylvania,United States,East,AB-10060
US-2015-123960,2015-06-11,2015-06-16,Standard Class,71203,Monroe,Louisiana,United States,South,BD-11605
CA-2017-101749,2017-10-03,2017-10-08,Standard Class,91104,Pasadena,California,United States,West,AS-10045
US-2016-147991,2016-05-05,2016-05-09,Standard Class,37421,Chattanooga,Tennessee,United States,South,ZD-21925
CA-2017-149559,2017-09-11,2017-09-12,Same Day,90805,Long Beach,California,United States,West,KF-16285
CA-2015-135174,2015-04-30,2015-05-02,Second Class,45373,Troy,Ohio,United States,East,BP-11230
CA-2017-125290,2017-11-06,2017-11-10,Second Class,55407,Minneapolis,Minnesota,United States,Central,CC-12430
CA-2014-137351,2014-09-30,2014-10-04,Standard Class,98105,Seattle,Washington,United States,West,DB-13615
CA-2017-121419,2017-04-02,2017-04-04,First Class,31907,Columbus,Georgia,United States,South,TC-21475
US-2017-148054,2017-10-06,2017-10-11,Standard Class,83642,Meridian,Idaho,United States,West,NZ-18565
CA-2016-128517,2016-04-09,2016-04-14,Second Class,48227,Detroit,Michigan,United States,Central,SW-20350
US-2015-100377,2015-08-28,2015-09-01,Standard Class,60623,Chicago,Illinois,United States,Central,TS-21370
CA-2017-131492,2017-10-19,2017-10-24,Second Class,94110,San Francisco,California,United States,West,HH-15010
CA-2016-144554,2016-11-07,2016-11-12,Standard Class,43055,Newark,Ohio,United States,East,DM-13345
CA-2017-127621,2017-03-03,2017-03-07,Standard Class,75081,Dallas,Texas,United States,Central,RE-19450
CA-2015-145184,2015-11-27,2015-11-29,First Class,19711,Newark,Delaware,United States,East,JD-16150
CA-2017-106859,2017-03-13,2017-03-18,Second Class,87105,Albuquerque,New Mexico,United States,West,BF-11215
US-2017-120089,2017-11-30,2017-11-30,Same Day,43615,Toledo,Ohio,United States,East,ML-17755
CA-2014-119375,2014-11-17,2014-11-22,Standard Class,19711,Newark,Delaware,United States,East,YC-21895
CA-2016-125206,2016-01-03,2016-01-05,First Class,90045,Los Angeles,California,United States,West,LR-16915
CA-2015-126137,2015-10-03,2015-10-08,Standard Class,90032,Los Angeles,California,United States,West,BS-11755
CA-2014-143903,2014-07-20,2014-07-24,Standard Class,75217,Dallas,Texas,United States,Central,KM-16375
CA-2014-104780,2014-05-21,2014-05-25,Standard Class,92037,San Diego,California,United States,West,BT-11530
CA-2017-101182,2017-09-04,2017-09-05,First Class,92307,Apple Valley,California,United States,West,KB-16405
US-2017-132297,2017-05-27,2017-06-02,Standard Class,40214,Louisville,Kentucky,United States,South,DW-13480
CA-2014-100328,2014-01-28,2014-02-03,Standard Class,10024,New York City,New York,United States,East,JC-15340
CA-2017-118773,2017-02-09,2017-02-14,Standard Class,77070,Houston,Texas,United States,Central,TP-21415
US-2017-159205,2017-03-31,2017-04-02,Second Class,42420,Henderson,Kentucky,United States,South,DB-12910
CA-2016-112123,2016-03-03,2016-03-08,Standard Class,19711,Newark,Delaware,United States,East,BH-11710
CA-2015-114468,2015-08-23,2015-08-23,Same Day,60440,Bolingbrook,Illinois,United States,Central,TD-20995
CA-2017-135692,2017-04-27,2017-05-01,Standard Class,76106,Fort Worth,Texas,United States,Central,CV-12805
CA-2017-131233,2017-04-14,2017-04-19,Standard Class,10024,New York City,New York,United States,East,CS-12355
CA-2017-119578,2017-12-22,2017-12-27,Second Class,2908,Providence,Rhode Island,United States,East,JG-15310
CA-2016-124562,2016-12-08,2016-12-12,Standard Class,43229,Columbus,Ohio,United States,East,JP-16135
US-2017-140074,2017-03-23,2017-03-29,Standard Class,10024,New York City,New York,United States,East,EC-14050
CA-2016-103037,2016-07-25,2016-07-29,Standard Class,77070,Houston,Texas,United States,Central,KH-16630
CA-2017-127460,2017-07-10,2017-07-14,Standard Class,60505,Aurora,Illinois,United States,Central,FG-14260
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,65807,Springfield,Missouri,United States,Central,AA-10480
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,98105,Seattle,Washington,United States,West,MS-17770
CA-2015-121720,2015-06-11,2015-06-12,First Class,33801,Lakeland,Florida,United States,South,JE-15610
CA-2017-149895,2017-09-08,2017-09-12,Standard Class,19134,Philadelphia,Pennsylvania,United States,East,EB-14110
CA-2017-147564,2017-10-02,2017-10-06,Standard Class,10011,New York City,New York,United States,East,BP-11155
CA-2014-136399,2014-12-16,2014-12-17,First Class,90049,Los Angeles,California,United States,West,CC-12100
CA-2014-107916,2014-08-24,2014-08-26,First Class,11572,Oceanside,New York,United States,East,JP-15460
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,75081,Dallas,Texas,United States,Central,LS-16975
CA-2015-112557,2015-04-25,2015-04-28,First Class,10035,New York City,New York,United States,East,JL-15850
US-2014-122959,2014-12-12,2014-12-12,Same Day,78207,San Antonio,Texas,United States,Central,CY-12745
CA-2017-162572,2017-09-25,2017-09-27,Second Class,45231,Cincinnati,Ohio,United States,East,RB-19360
US-2016-148110,2016-09-05,2016-09-11,Standard Class,78745,Austin,Texas,United States,Central,AR-10825
